Date,Open,High,Low,Close,Adj Close,Volume
2017-07-04,8120.0,8130.0,7945.0,7990.0,7990.0,12150442
2017-07-05,7985.0,8035.0,7880.0,8030.0,8030.0,12690572
2017-07-06,8015.0,8030.0,7925.0,7960.0,7960.0,10194726
2017-07-07,7855.0,7950.0,7850.0,7910.0,7910.0,10021090
2017-07-10,8020.0,8070.0,7985.0,8035.0,8035.0,8431490
2017-07-11,8025.0,8120.0,8015.0,8120.0,8120.0,9820238
2017-07-12,8065.0,8085.0,8010.0,8040.0,8040.0,9437000
2017-07-13,8090.0,8105.0,8010.0,8045.0,8045.0,8371942
2017-07-14,8070.0,8085.0,8040.0,8065.0,8065.0,5581994
2017-07-18,8025.0,8025.0,7915.0,7955.0,7955.0,12240456
2017-07-19,7935.0,7980.0,7920.0,7975.0,7975.0,4937900
2017-07-20,7990.0,8080.0,7975.0,8070.0,8070.0,9276872
2017-07-21,8030.0,8060.0,8020.0,8030.0,8030.0,5791806
2017-07-24,7940.0,7955.0,7875.0,7930.0,7930.0,11395926
2017-07-25,7935.0,7980.0,7905.0,7925.0,7925.0,5930598
